transaction_id,asset_id,username,client,usercount,permissions,sid,full_name,account_status,last_logon,description
a2d6d753-84e0-4a5f-8aa3-d322174bda61,EFC0819A-5184-4422-99A8-80FEB75FA64B,Administrator,MATINSSURFACELS,4,,S-1-5-21-275038908-3466648702-178965955-500,"Vordefiniertes Konto für die Verwaltung des Computers bzw. der Domäne",Active,2025-02-24 09:15:25,"Vordefiniertes Konto für die Verwaltung des Computers bzw. der Domäne"
a2d6d753-84e0-4a5f-8aa3-d322174bda61,EFC0819A-5184-4422-99A8-80FEB75FA64B,DefaultAccount,MATINSSURFACELS,4,,S-1-5-21-275038908-3466648702-178965955-503,"Ein vom System verwaltetes Benutzerkonto.",Disabled,2025-02-24 09:15:25,"Ein vom System verwaltetes Benutzerkonto."
a2d6d753-84e0-4a5f-8aa3-d322174bda61,EFC0819A-5184-4422-99A8-80FEB75FA64B,Gast,MATINSSURFACELS,4,,S-1-5-21-275038908-3466648702-178965955-501,"Vordefiniertes Konto für Gastzugriff auf den Computer bzw. die Domäne",Disabled,2025-02-24 09:15:25,"Vordefiniertes Konto für Gastzugriff auf den Computer bzw. die Domäne"
a2d6d753-84e0-4a5f-8aa3-d322174bda61,EFC0819A-5184-4422-99A8-80FEB75FA64B,WDAGUtilityAccount,MATINSSURFACELS,4,,S-1-5-21-275038908-3466648702-178965955-504,"Ein Benutzerkonto, das vom System für Windows Defender Application Guard-Szenarien verwaltet und verwendet wird",Disabled,2025-02-24 09:15:25,"Ein Benutzerkonto, das vom System für Windows Defender Application Guard-Szenarien verwaltet und verwendet wird"
